"bt_mac","class","rssi","timestamp","user"
"A unique identifier for the scanned device. > 0 values represent users from the study and match the user_id column, values < 0 represent devices outside the study, values of -1 indicate empty scans","Bluetooth device class","Signal strength of the scanned device in dBm. Higher means stronger. Samples with a value of 0 indicate a device malfunction. It could still be used as a reasonable indicator of proximity","Unix-time of the sample in milliseconds","Unique identifier for each user. Note: it is an id, not a counter for users. Numbers higher than 850 doesn't mean there are more users"
